Jobblue-collar,Jobstudent,Jobtechnician,Jobadmin.,Jobservices,Jobself-employed,Jobretired,Jobhousemaid,Jobentrepreneur,Jobunemployed,Maritalmarried,Maritaldivorced,Educationprimary,Educationsecondary,Communicationcellular,Outcomefailure,Outcomeother,Outcomesuccess,Default1,HHInsurance0,CarLoan1,Age,Balance,NoOfContacts,DaysPassed,PrevAttempts,CallDuration,CarInsurance_Target
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,47,2524,1,-1,0,105,1
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,27,41,1,-1,0,803,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,35,0,7,-1,0,187,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,40,226,2,-1,0,262,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,35,1987,3,-1,0,335,0
0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,30,163,3,-1,0,224,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,42,-274,1,-1,0,75,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,48,-130,2,61,9,110,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,47,2524,1,-1,0,50,0
0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,80,1021,1,-1,0,37,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,36,3949,2,-1,0,130,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,30,315,3,346,4,884,1
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,26,144,1,-1,0,730,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,56,2333,1,-1,0,244,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,38,508,2,-1,0,1103,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,44,2979,5,178,3,18,0
0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,34,7279,1,-1,0,882,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,51,313,1,-1,0,378,0
0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,59,25947,2,-1,0,292,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,23,431,3,186,2,201,1
0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,62,1495,1,57,2,896,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,42,849,2,-1,0,403,0
0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,36,82,1,-1,0,226,0
0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,57,2785,4,-1,0,610,1
0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,58,1947,1,-1,0,228,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,45,-485,2,-1,0,122,0
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,49,1807,1,-1,0,229,1
0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,61,938,2,183,3,392,1
0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,39,2245,2,-1,0,749,1
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,36,1240,3,-1,0,812,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,34,611,1,-1,0,350,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,33,35,3,-1,0,47,0
0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,29,523,1,-1,0,351,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,31,882,1,93,1,293,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,37,655,2,258,4,127,0
0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,36,413,1,176,1,60,0
0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,73,2308,2,-1,0,163,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,27,802,1,-1,0,569,1
0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,37,1967,1,-1,0,376,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,34,519,3,-1,0,57,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,49,7443,5,211,2,293,1
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,32,3297,2,-1,0,99,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,30,30,5,-1,0,220,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,48,794,6,-1,0,135,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,25,203,1,-1,0,108,0
0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,32,163,2,-1,0,132,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,31,1815,1,80,1,107,0
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,34,3527,1,-1,0,1022,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,57,6468,4,-1,0,684,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,73,3203,1,-1,0,148,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,29,502,1,87,5,968,1
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,32,11591,1,-1,0,43,0
0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,38,-278,2,-1,0,143,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,7263,1,-1,0,86,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,58,602,1,-1,0,201,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,36,7343,1,-1,0,78,0
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,38,1988,1,67,4,103,1
0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,32,57,2,-1,0,530,0
0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,37,1978,1,182,1,404,1
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,29,-219,3,368,2,85,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,37,1506,3,80,3,101,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,59,3342,2,188,6,467,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,32,210,3,-1,0,121,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,36,495,3,97,2,157,1
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,29,182,3,-1,0,38,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,44,1424,2,-1,0,201,0
0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,33,-122,5,-1,0,123,0
0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,43,104,3,-1,0,635,1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,42,5037,6,84,14,100,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,35,80,2,94,1,434,1
0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,73,448,1,90,1,68,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,31,0,5,-1,0,191,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,25,505,2,-1,0,386,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,52,1405,2,-1,0,753,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,37,103,1,-1,0,153,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,36,1368,1,292,5,516,1
0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,64,2031,5,-1,0,202,0
0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,40,407,1,271,1,200,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,41,846,3,-1,0,206,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,35,1693,1,-1,0,515,1
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,29,3466,1,-1,0,274,1
0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,38,134,8,-1,0,91,0
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,22,2488,2,38,10,449,1
0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,58,1625,2,-1,0,286,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,50,12519,3,34,1,615,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,54,473,1,-1,0,112,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,35,150,5,-1,0,242,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,28,5679,4,-1,0,701,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,48,1730,1,89,3,361,1
0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,55,77,6,-1,0,463,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,32,169,2,-1,0,291,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,29,415,1,-1,0,122,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,30,415,1,343,4,984,1
0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,36,74,2,-1,0,198,0
0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,60,0,1,412,1,1193,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,25,1747,1,-1,0,903,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,27,484,1,361,2,210,0
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,37,345,1,148,1,114,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,34,2733,1,-1,0,604,1
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,32,1649,2,-1,0,204,0
0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,29,464,2,91,3,208,1
0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,70,6850,1,182,4,228,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,42,16517,5,203,4,549,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,33,4176,3,-1,0,288,1
0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,45,3689,1,169,5,397,0
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,51,541,3,-1,0,663,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,22,120,5,-1,0,245,0
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,30,732,4,-1,0,1404,1
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,42,1376,2,92,4,271,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,24,822,1,91,2,184,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,34,-200,5,-1,0,248,0
0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,55,35,4,-1,0,126,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,51,684,1,-1,0,68,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,31,367,17,-1,0,79,0
0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,36,69,2,369,3,61,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,37,9269,1,149,2,71,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,30,5359,1,191,3,427,1
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,38,1767,4,239,7,483,1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,32,-34,1,-1,0,101,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,32,41,5,-1,0,686,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,53,1138,2,-1,0,375,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,32,897,3,322,2,293,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,34,589,1,44,3,300,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,27,497,2,272,1,255,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,27,118,1,-1,0,112,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,24,-73,2,-1,0,7,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,56,1093,4,-1,0,89,0
0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,63,0,1,181,2,263,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,32,0,2,-1,0,255,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,46,273,1,105,3,1962,1
0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,35,0,2,-1,0,64,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,31,0,1,-1,0,36,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,32,-23,1,305,1,185,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,46,11385,3,-1,0,269,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,32,5514,1,182,1,319,1
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,27,897,1,-1,0,397,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,31,533,1,90,10,372,1
0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,37,4769,1,-1,0,124,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,29,2312,3,-1,0,109,0
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,29,1175,4,-1,0,141,0
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,45,-406,2,-1,0,276,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,57,403,1,340,2,603,1
0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,39,3,1,-1,0,488,1
0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,26,8015,1,-1,0,109,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,48,50,1,-1,0,419,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,37,88,1,90,3,195,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,31,1173,3,-1,0,444,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,35,13,2,-1,0,94,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,31,917,9,-1,0,100,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,41,2767,1,-1,0,75,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,55,139,1,-1,0,241,1
0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,38,485,1,-1,0,252,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,39,11971,10,179,5,75,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,42,300,1,-1,0,76,0
0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,75,37127,1,-1,0,505,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,48,36686,1,-1,0,295,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,38,1722,1,-1,0,500,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,46,628,5,-1,0,454,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,35,353,1,183,1,352,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,33,119,3,-1,0,202,0
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,45,-75,1,252,1,134,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,56,171,2,-1,0,610,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,36,255,6,95,4,242,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,52,1524,6,-1,0,1007,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,34,1454,2,297,2,231,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,31,1664,1,182,1,158,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,64,661,2,294,2,367,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,46,0,13,-1,0,305,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,69,482,1,267,1,478,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,32,6138,2,90,9,519,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,57,334,2,365,2,169,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,27,1347,1,193,11,824,1
0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,39,-271,1,-1,0,406,0
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,30,503,1,-1,0,96,0
0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,33,570,1,-1,0,70,0
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,30,475,5,-1,0,192,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,31,120,1,-1,0,1000,1
0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,58,37,11,-1,0,84,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,39,2266,4,-1,0,208,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,32,1855,2,134,1,126,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,47,178,1,-1,0,291,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,43,0,8,204,5,539,0
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,38,1401,1,-1,0,516,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,38,922,2,-1,0,388,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,53,137,1,176,1,52,0
0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,65,1624,2,-1,0,189,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,33,-370,1,345,1,261,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,45,4831,11,-1,0,479,1
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,34,1337,2,104,1,255,1
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,41,982,1,-1,0,105,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,36,2012,7,-1,0,188,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,31,28,2,-1,0,175,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,30,364,2,-1,0,306,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,37,408,9,-1,0,28,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,32,2613,2,-1,0,520,0
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,47,1115,9,-1,0,18,0
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,32,4885,2,-1,0,400,0
0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,57,0,2,-1,0,231,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,63,5112,2,95,3,2184,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,40,7968,1,93,1,733,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,37,604,1,495,1,371,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,28,4987,21,-1,0,253,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,42,1978,4,-1,0,68,0
0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,61,3114,1,-1,0,381,1
0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,40,5,3,-1,0,117,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,49,2139,1,-1,0,278,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,33,4570,2,-1,0,1258,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,34,559,1,193,1,47,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,42,294,1,-1,0,513,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,59,474,1,-1,0,252,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,32,1047,6,-1,0,203,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,28,0,3,196,4,546,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,46,44,1,-1,0,225,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,52,583,1,91,2,209,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,23,31,1,-1,0,192,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,52,3163,6,-1,0,56,0
0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,43,642,2,-1,0,644,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,40,-117,2,-1,0,770,0
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,36,98,1,-1,0,771,1
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,37,11303,2,-1,0,500,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,21,1596,1,93,2,115,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,31,1088,2,-1,0,575,1
0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,49,2611,2,-1,0,194,1
0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,30,631,1,-1,0,98,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,34,21,1,346,3,332,0
0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,71,2850,1,-1,0,185,1
0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,37,5436,11,351,1,7,0
0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,28,330,1,188,3,357,1
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,33,2098,1,-1,0,67,0
0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,46,119,2,-1,0,85,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,42,3445,3,-1,0,1662,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,55,55,17,-1,0,19,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,-103,1,-1,0,3253,1
0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,28,441,1,-1,0,106,0
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,33,620,2,-1,0,106,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,35,2885,3,43,8,199,1
1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,47,-216,1,282,3,197,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,34,0,1,99,2,262,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,39,1457,1,-1,0,430,0
1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,53,5603,6,-1,0,2372,1
0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,36,632,2,-1,0,306,0
